SKU,DateKey,CustomerKey,ShippingKey,SupplierKey,InspectionKey,ProductsSold,RevenueGenerated,StockLevels,OrderQuantities,LeadTimes,ShippingTimes,ShippingCosts,ManufacturingLeadtime,ManufacturingCosts,DefectRates,ProductionVolumes,Costs,TransactionDate,PlannedShipDate,ActualShipDate,DeliveryStatus,UnitSalesPrice,UnitCOGS,UnfulfilledQty,StockoutFlag ,StockoutRate_PCT,StockoutRiskLevel,ForecastedSales,ActualSales,ForecastAccuracy
SKU58,578,1,2,59,2,18,40.6,144,33,5,7,4.94,7,65.05,1.73,396,110.36,8/1/2022 0:00,8/19/2022 0:00,8/7/2022 0:00,Early,7.78,10.53,0,0,0.00,No Risk,33,18,0.55
SKU58,609,1,2,59,2,21,47.37,147,81,5,7,4.94,7,65.05,1.73,396,110.36,9/1/2022 0:00,9/19/2022 0:00,9/7/2022 0:00,Early,7.78,10.71,0,0,0.00,No Risk,81,21,0.26
SKU58,639,1,2,59,2,22,49.63,93,44,5,7,4.94,7,65.05,1.73,396,110.36,10/1/2022 0:00,10/19/2022 0:00,10/7/2022 0:00,Early,7.78,6.36,0,0,0.00,No Risk,44,22,0.50
SKU58,670,1,2,59,2,20,45.11,105,11,5,7,4.94,7,65.05,1.73,396,110.36,11/1/2022 0:00,11/19/2022 0:00,11/7/2022 0:00,Early,7.78,38.15,0,0,0.00,No Risk,11,20,0.18
SKU58,700,1,2,59,2,17,38.35,83,42,5,7,4.94,7,65.05,1.73,396,110.36,12/1/2022 0:00,12/19/2022 0:00,12/7/2022 0:00,Early,7.78,7.1,0,0,0.00,No Risk,42,17,0.40
SKU58,731,1,2,59,2,21,47.37,135,85,5,7,4.94,7,65.05,1.73,396,110.36,1/1/2023 0:00,1/19/2023 0:00,1/7/2023 0:00,Early,7.78,10.17,0,0,0.00,No Risk,85,21,0.25
SKU58,762,1,2,59,2,16,36.09,145,95,5,7,4.94,7,65.05,1.73,396,110.36,2/1/2023 0:00,2/19/2023 0:00,2/7/2023 0:00,Early,7.78,23.48,0,0,0.00,No Risk,95,16,0.17
SKU58,790,1,2,59,2,20,45.11,17,86,5,7,4.94,7,65.05,1.73,396,110.36,3/1/2023 0:00,3/19/2023 0:00,3/7/2023 0:00,Early,7.78,14.89,69,1,80.23,Critical,86,20,0.23
SKU58,821,1,2,59,2,27,60.91,145,19,5,7,4.94,7,65.05,1.73,396,110.36,4/1/2023 0:00,4/19/2023 0:00,4/7/2023 0:00,Early,7.78,17.44,0,0,0.00,No Risk,19,27,0.58
SKU58,851,1,2,59,2,18,40.6,124,90,5,7,4.94,7,65.05,1.73,396,110.36,5/1/2023 0:00,5/19/2023 0:00,5/7/2023 0:00,Early,7.78,19.69,0,0,0.00,No Risk,90,18,0.20
SKU58,882,1,2,59,2,25,56.39,1,71,5,7,4.94,7,65.05,1.73,396,110.36,6/1/2023 0:00,6/19/2023 0:00,6/7/2023 0:00,Early,7.78,27.75,70,1,98.59,Critical,71,25,0.35
SKU58,912,1,2,59,2,21,47.37,75,52,5,7,4.94,7,65.05,1.73,396,110.36,7/1/2023 0:00,7/19/2023 0:00,7/7/2023 0:00,Early,7.78,29.07,0,0,0.00,No Risk,52,21,0.40
SKU58,943,1,2,59,2,25,56.39,137,78,5,7,4.94,7,65.05,1.73,396,110.36,8/1/2023 0:00,8/19/2023 0:00,8/7/2023 0:00,Early,7.78,7.63,0,0,0.00,No Risk,78,25,0.32
SKU58,974,1,2,59,2,26,58.65,141,68,5,7,4.94,7,65.05,1.73,396,110.36,9/1/2023 0:00,9/19/2023 0:00,9/7/2023 0:00,Early,7.78,61.05,0,0,0.00,No Risk,68,26,0.38
SKU58,1004,1,2,59,2,19,42.86,25,18,5,7,4.94,7,65.05,1.73,396,110.36,10/1/2023 0:00,10/19/2023 0:00,10/7/2023 0:00,Early,7.78,14.53,0,0,0.00,No Risk,18,19,0.94
SKU58,1035,1,2,59,2,22,49.63,46,86,5,7,4.94,7,65.05,1.73,396,110.36,11/1/2023 0:00,11/19/2023 0:00,11/7/2023 0:00,Early,7.78,26.54,40,1,46.51,Medium,86,22,0.26
SKU58,1065,1,2,59,2,26,58.65,29,69,5,7,4.94,7,65.05,1.73,396,110.36,12/1/2023 0:00,12/19/2023 0:00,12/7/2023 0:00,Early,7.78,8.36,40,1,57.97,High,69,26,0.38
SKU58,1096,1,2,59,2,18,40.6,55,72,5,7,4.94,7,65.05,1.73,396,110.36,1/1/2024 0:00,1/19/2024 0:00,1/7/2024 0:00,Early,7.78,11.74,17,1,23.61,Low,72,18,0.25
SKU58,1127,1,2,59,2,19,42.86,118,61,5,7,4.94,7,65.05,1.73,396,110.36,2/1/2024 0:00,2/19/2024 0:00,2/7/2024 0:00,Early,7.78,9.11,0,0,0.00,No Risk,61,19,0.31
SKU58,1156,1,2,59,2,19,42.86,131,32,5,7,4.94,7,65.05,1.73,396,110.36,3/1/2024 0:00,3/19/2024 0:00,3/7/2024 0:00,Early,7.78,12.21,0,0,0.00,No Risk,32,19,0.59
SKU58,1187,1,2,59,2,19,42.86,138,39,5,7,4.94,7,65.05,1.73,396,110.36,4/1/2024 0:00,4/19/2024 0:00,4/7/2024 0:00,Early,7.78,6.78,0,0,0.00,No Risk,39,19,0.49
SKU58,1217,1,2,59,2,21,47.37,129,52,5,7,4.94,7,65.05,1.73,396,110.36,5/1/2024 0:00,5/19/2024 0:00,5/7/2024 0:00,Early,7.78,7.93,0,0,0.00,No Risk,52,21,0.40
SKU58,1248,1,2,59,2,13,29.32,139,77,5,7,4.94,7,65.05,1.73,396,110.36,6/1/2024 0:00,6/19/2024 0:00,6/7/2024 0:00,Early,7.78,12.72,0,0,0.00,No Risk,77,13,0.17
SKU58,1278,1,2,59,2,18,40.6,20,30,5,7,4.94,7,65.05,1.73,396,110.36,7/1/2024 0:00,7/19/2024 0:00,7/7/2024 0:00,Early,7.78,61.05,10,1,33.33,Medium,30,18,0.60
SKU58,1309,1,2,59,2,26,58.65,67,52,5,7,4.94,7,65.05,1.73,396,110.36,8/1/2024 0:00,8/19/2024 0:00,8/7/2024 0:00,Early,7.78,12.21,0,0,0.00,No Risk,52,26,0.50
SKU58,1340,1,2,59,2,16,36.09,125,82,5,7,4.94,7,65.05,1.73,396,110.36,9/1/2024 0:00,9/19/2024 0:00,9/7/2024 0:00,Early,7.78,11.3,0,0,0.00,No Risk,82,16,0.20
SKU58,1370,1,2,59,2,21,47.37,42,16,5,7,4.94,7,65.05,1.73,396,110.36,10/1/2024 0:00,10/19/2024 0:00,10/7/2024 0:00,Early,7.78,6.29,0,0,0.00,No Risk,16,21,0.69
SKU58,1401,1,2,59,2,14,31.58,99,25,5,7,4.94,7,65.05,1.73,396,110.36,11/1/2024 0:00,11/19/2024 0:00,11/7/2024 0:00,Early,7.78,6.29,0,0,0.00,No Risk,25,14,0.56
SKU58,1431,1,2,59,2,19,42.86,122,32,5,7,4.94,7,65.05,1.73,396,110.36,12/1/2024 0:00,12/19/2024 0:00,12/7/2024 0:00,Early,7.78,6.94,0,0,0.00,No Risk,32,19,0.59
SKU58,1462,1,2,59,2,21,47.37,92,67,5,7,4.94,7,65.05,1.73,396,110.36,1/1/2025 0:00,1/19/2025 0:00,1/7/2025 0:00,Early,7.78,6.78,0,0,0.00,No Risk,67,21,0.31
SKU58,1493,1,2,59,2,21,47.37,139,96,5,7,4.94,7,65.05,1.73,396,110.36,2/1/2025 0:00,2/19/2025 0:00,2/7/2025 0:00,Early,7.78,27.75,0,0,0.00,No Risk,96,21,0.22
SKU58,1521,1,2,59,2,17,38.35,128,40,5,7,4.94,7,65.05,1.73,396,110.36,3/1/2025 0:00,3/19/2025 0:00,3/7/2025 0:00,Early,7.78,7.63,0,0,0.00,No Risk,40,17,0.43
SKU59,1,1,14,60,2,24,52.64,115,78,16,7,7.29,4,1.9,0.45,176,312.57,1/1/2021 0:00,1/25/2021 0:00,1/9/2021 0:00,Early,23.33,14.83,0,0,0.00,No Risk,78,24,0.31
SKU59,32,1,14,60,2,18,39.48,114,15,16,7,7.29,4,1.9,0.45,176,312.57,2/1/2021 0:00,2/25/2021 0:00,2/9/2021 0:00,Early,23.33,11.03,0,0,0.00,No Risk,15,18,0.80
SKU59,60,1,14,60,2,21,46.06,141,74,16,7,7.29,4,1.9,0.45,176,312.57,3/1/2021 0:00,3/25/2021 0:00,3/9/2021 0:00,Early,23.33,5.12,0,0,0.00,No Risk,74,21,0.28
SKU59,91,1,14,60,2,18,39.48,118,68,16,7,7.29,4,1.9,0.45,176,312.57,4/1/2021 0:00,4/25/2021 0:00,4/9/2021 0:00,Early,23.33,5.66,0,0,0.00,No Risk,68,18,0.26
SKU59,121,1,14,60,2,21,46.06,92,37,16,7,7.29,4,1.9,0.45,176,312.57,5/1/2021 0:00,5/25/2021 0:00,5/9/2021 0:00,Early,23.33,6.33,0,0,0.00,No Risk,37,21,0.57
SKU59,152,1,14,60,2,22,48.26,141,27,16,7,7.29,4,1.9,0.45,176,312.57,6/1/2021 0:00,6/25/2021 0:00,6/9/2021 0:00,Early,23.33,5.74,0,0,0.00,No Risk,27,22,0.81
SKU59,182,1,14,60,2,12,26.32,8,97,16,7,7.29,4,1.9,0.45,176,312.57,7/1/2021 0:00,7/25/2021 0:00,7/9/2021 0:00,Early,23.33,35.85,89,1,91.75,Critical,97,12,0.12
SKU59,213,1,14,60,2,16,35.09,72,86,16,7,7.29,4,1.9,0.45,176,312.57,8/1/2021 0:00,8/25/2021 0:00,8/9/2021 0:00,Early,23.33,6.62,14,1,16.28,Low,86,16,0.19
SKU59,244,1,14,60,2,25,54.84,25,19,16,7,7.29,4,1.9,0.45,176,312.57,9/1/2021 0:00,9/25/2021 0:00,9/9/2021 0:00,Early,23.33,4.89,0,0,0.00,No Risk,19,25,0.68
SKU59,274,1,14,60,2,24,52.64,105,16,16,7,7.29,4,1.9,0.45,176,312.57,10/1/2021 0:00,10/25/2021 0:00,10/9/2021 0:00,Early,23.33,16.55,0,0,0.00,No Risk,16,24,0.50
SKU59,305,1,14,60,2,19,41.68,144,46,16,7,7.29,4,1.9,0.45,176,312.57,11/1/2021 0:00,11/25/2021 0:00,11/9/2021 0:00,Early,23.33,7.05,0,0,0.00,No Risk,46,19,0.41
SKU59,335,1,14,60,2,15,32.9,67,54,16,7,7.29,4,1.9,0.45,176,312.57,12/1/2021 0:00,12/25/2021 0:00,12/9/2021 0:00,Early,23.33,26.89,0,0,0.00,No Risk,54,15,0.28
SKU59,366,1,14,60,2,15,32.9,109,95,16,7,7.29,4,1.9,0.45,176,312.57,1/1/2022 0:00,1/25/2022 0:00,1/9/2022 0:00,Early,23.33,30.73,0,0,0.00,No Risk,95,15,0.16
SKU59,397,1,14,60,2,24,52.64,130,25,16,7,7.29,4,1.9,0.45,176,312.57,2/1/2022 0:00,2/25/2022 0:00,2/9/2022 0:00,Early,23.33,6.83,0,0,0.00,No Risk,25,24,0.96
SKU59,425,1,14,60,2,25,54.84,24,97,16,7,7.29,4,1.9,0.45,176,312.57,3/1/2022 0:00,3/25/2022 0:00,3/9/2022 0:00,Early,23.33,6.15,73,1,75.26,Critical,97,25,0.26
SKU59,456,1,14,60,2,29,63.61,20,23,16,7,7.29,4,1.9,0.45,176,312.57,4/1/2022 0:00,4/25/2022 0:00,4/9/2022 0:00,Early,23.33,17.21,3,1,13.04,Low,23,29,0.74
SKU59,486,1,14,60,2,22,48.26,139,20,16,7,7.29,4,1.9,0.45,176,312.57,5/1/2022 0:00,5/25/2022 0:00,5/9/2022 0:00,Early,23.33,5.66,0,0,0.00,No Risk,20,22,0.90
SKU59,517,1,14,60,2,22,48.26,53,92,16,7,7.29,4,1.9,0.45,176,312.57,6/1/2022 0:00,6/25/2022 0:00,6/9/2022 0:00,Early,23.33,6.33,39,1,42.39,Medium,92,22,0.24
SKU59,547,1,14,60,2,15,32.9,0,96,16,7,7.29,4,1.9,0.45,176,312.57,7/1/2022 0:00,7/25/2022 0:00,7/9/2022 0:00,Early,23.33,7.68,96,1,100.00,Critical,96,15,0.16
SKU59,578,1,14,60,2,20,43.87,127,43,16,7,7.29,4,1.9,0.45,176,312.57,8/1/2022 0:00,8/25/2022 0:00,8/9/2022 0:00,Early,23.33,7.55,0,0,0.00,No Risk,43,20,0.47
SKU59,609,1,14,60,2,23,50.45,0,69,16,7,7.29,4,1.9,0.45,176,312.57,9/1/2022 0:00,9/25/2022 0:00,9/9/2022 0:00,Early,23.33,5.89,69,1,100.00,Critical,69,23,0.33
SKU59,639,1,14,60,2,14,30.71,134,22,16,7,7.29,4,1.9,0.45,176,312.57,10/1/2022 0:00,10/25/2022 0:00,10/9/2022 0:00,Early,23.33,7.29,0,0,0.00,No Risk,22,14,0.64
SKU59,670,1,14,60,2,20,43.87,9,48,16,7,7.29,4,1.9,0.45,176,312.57,11/1/2022 0:00,11/25/2022 0:00,11/9/2022 0:00,Early,23.33,4.58,39,1,81.25,Critical,48,20,0.42
SKU59,700,1,14,60,2,28,61.42,142,53,16,7,7.29,4,1.9,0.45,176,312.57,12/1/2022 0:00,12/25/2022 0:00,12/9/2022 0:00,Early,23.33,8.6,0,0,0.00,No Risk,53,28,0.53
SKU59,731,1,14,60,2,25,54.84,39,37,16,7,7.29,4,1.9,0.45,176,312.57,1/1/2023 0:00,1/25/2023 0:00,1/9/2023 0:00,Early,23.33,5.31,0,0,0.00,No Risk,37,25,0.68
SKU59,762,1,14,60,2,18,39.48,138,49,16,7,7.29,4,1.9,0.45,176,312.57,2/1/2023 0:00,2/25/2023 0:00,2/9/2023 0:00,Early,23.33,13.88,0,0,0.00,No Risk,49,18,0.37
SKU59,790,1,14,60,2,21,46.06,44,25,16,7,7.29,4,1.9,0.45,176,312.57,3/1/2023 0:00,3/25/2023 0:00,3/9/2023 0:00,Early,23.33,6.83,0,0,0.00,No Risk,25,21,0.84
SKU59,821,1,14,60,2,27,59.22,86,59,16,7,7.29,4,1.9,0.45,176,312.57,4/1/2023 0:00,4/25/2023 0:00,4/9/2023 0:00,Early,23.33,30.73,0,0,0.00,No Risk,59,27,0.46
SKU59,851,1,14,60,2,22,48.26,140,37,16,7,7.29,4,1.9,0.45,176,312.57,5/1/2023 0:00,5/25/2023 0:00,5/9/2023 0:00,Early,23.33,16.55,0,0,0.00,No Risk,37,22,0.59
SKU59,882,1,14,60,2,20,43.87,26,77,16,7,7.29,4,1.9,0.45,176,312.57,6/1/2023 0:00,6/25/2023 0:00,6/9/2023 0:00,Early,23.33,4.94,51,1,66.23,High,77,20,0.26
SKU59,912,1,14,60,2,19,41.68,49,69,16,7,7.29,4,1.9,0.45,176,312.57,7/1/2023 0:00,7/25/2023 0:00,7/9/2023 0:00,Early,23.33,8.6,20,1,28.99,Medium,69,19,0.28
SKU59,943,1,14,60,2,20,43.87,60,21,16,7,7.29,4,1.9,0.45,176,312.57,8/1/2023 0:00,8/25/2023 0:00,8/9/2023 0:00,Early,23.33,4.78,0,0,0.00,No Risk,21,20,0.95
SKU59,974,1,14,60,2,16,35.09,12,25,16,7,7.29,4,1.9,0.45,176,312.57,9/1/2023 0:00,9/25/2023 0:00,9/9/2023 0:00,Early,23.33,9.78,13,1,52.00,High,25,16,0.64
SKU59,1004,1,14,60,2,22,48.26,139,62,16,7,7.29,4,1.9,0.45,176,312.57,10/1/2023 0:00,10/25/2023 0:00,10/9/2023 0:00,Early,23.33,8.78,0,0,0.00,No Risk,62,22,0.35
SKU59,1035,1,14,60,2,21,46.06,84,63,16,7,7.29,4,1.9,0.45,176,312.57,11/1/2023 0:00,11/25/2023 0:00,11/9/2023 0:00,Early,23.33,13.88,0,0,0.00,No Risk,63,21,0.33
SKU59,1065,1,14,60,2,17,37.29,83,58,16,7,7.29,4,1.9,0.45,176,312.57,12/1/2023 0:00,12/25/2023 0:00,12/9/2023 0:00,Early,23.33,7.55,0,0,0.00,No Risk,58,17,0.29
SKU59,1096,1,14,60,2,15,32.9,19,45,16,7,7.29,4,1.9,0.45,176,312.57,1/1/2024 0:00,1/25/2024 0:00,1/9/2024 0:00,Early,23.33,6.94,26,1,57.78,High,45,15,0.33
SKU59,1127,1,14,60,2,18,39.48,30,71,16,7,7.29,4,1.9,0.45,176,312.57,2/1/2024 0:00,2/25/2024 0:00,2/9/2024 0:00,Early,23.33,22.64,41,1,57.75,High,71,18,0.25
SKU59,1156,1,14,60,2,17,37.29,7,93,16,7,7.29,4,1.9,0.45,176,312.57,3/1/2024 0:00,3/25/2024 0:00,3/9/2024 0:00,Early,23.33,15.93,86,1,92.47,Critical,93,17,0.18
SKU59,1187,1,14,60,2,27,59.22,23,35,16,7,7.29,4,1.9,0.45,176,312.57,4/1/2024 0:00,4/25/2024 0:00,4/9/2024 0:00,Early,23.33,4.83,12,1,34.29,Medium,35,27,0.77
SKU59,1217,1,14,60,2,16,35.09,32,65,16,7,7.29,4,1.9,0.45,176,312.57,5/1/2024 0:00,5/25/2024 0:00,5/9/2024 0:00,Early,23.33,7.42,33,1,50.77,High,65,16,0.25
SKU59,1248,1,14,60,2,17,37.29,41,99,16,7,7.29,4,1.9,0.45,176,312.57,6/1/2024 0:00,6/25/2024 0:00,6/9/2024 0:00,Early,23.33,5.38,58,1,58.59,High,99,17,0.17
SKU59,1278,1,14,60,2,26,57.03,142,31,16,7,7.29,4,1.9,0.45,176,312.57,7/1/2024 0:00,7/25/2024 0:00,7/9/2024 0:00,Early,23.33,11.03,0,0,0.00,No Risk,31,26,0.84
SKU59,1309,1,14,60,2,15,32.9,138,82,16,7,7.29,4,1.9,0.45,176,312.57,8/1/2024 0:00,8/25/2024 0:00,8/9/2024 0:00,Early,23.33,15.36,0,0,0.00,No Risk,82,15,0.18
SKU59,1340,1,14,60,2,20,43.87,93,78,16,7,7.29,4,1.9,0.45,176,312.57,9/1/2024 0:00,9/25/2024 0:00,9/9/2024 0:00,Early,23.33,6.72,0,0,0.00,No Risk,78,20,0.26
SKU59,1370,1,14,60,2,26,57.03,36,90,16,7,7.29,4,1.9,0.45,176,312.57,10/1/2024 0:00,10/25/2024 0:00,10/9/2024 0:00,Early,23.33,6.23,54,1,60.00,High,90,26,0.29
SKU59,1401,1,14,60,2,27,59.22,146,58,16,7,7.29,4,1.9,0.45,176,312.57,11/1/2024 0:00,11/25/2024 0:00,11/9/2024 0:00,Early,23.33,4.48,0,0,0.00,No Risk,58,27,0.47
SKU59,1431,1,14,60,2,20,43.87,33,11,16,7,7.29,4,1.9,0.45,176,312.57,12/1/2024 0:00,12/25/2024 0:00,12/9/2024 0:00,Early,23.33,5.31,0,0,0.00,No Risk,11,20,0.18
SKU59,1462,1,14,60,2,22,48.26,52,62,16,7,7.29,4,1.9,0.45,176,312.57,1/1/2025 0:00,1/25/2025 0:00,1/9/2025 0:00,Early,23.33,4.78,10,1,16.13,Low,62,22,0.35
SKU59,1493,1,14,60,2,18,39.48,139,16,16,7,7.29,4,1.9,0.45,176,312.57,2/1/2025 0:00,2/25/2025 0:00,2/9/2025 0:00,Early,23.33,14.34,0,0,0.00,No Risk,16,18,0.88
SKU59,1521,1,14,60,2,11,24.13,95,86,16,7,7.29,4,1.9,0.45,176,312.57,3/1/2025 0:00,3/25/2025 0:00,3/9/2025 0:00,Early,23.33,12.29,0,0,0.00,No Risk,86,11,0.13
SKU60,1,2,4,61,2,19,443.2,104,29,27,8,4.38,24,87.21,2.85,929,430.17,1/1/2021 0:00,1/15/2021 0:00,1/8/2021 0:00,Early,14.44,4.17,0,0,0.00,No Risk,29,19,0.66
SKU60,32,2,4,61,2,19,443.2,47,39,27,8,4.38,24,87.21,2.85,929,430.17,2/1/2021 0:00,2/15/2021 0:00,2/8/2021 0:00,Early,14.44,8.23,0,0,0.00,No Risk,39,19,0.49
SKU60,60,2,4,61,2,15,349.9,39,84,27,8,4.38,24,87.21,2.85,929,430.17,3/1/2021 0:00,3/15/2021 0:00,3/8/2021 0:00,Early,14.44,3.45,45,1,53.57,High,84,15,0.18
SKU60,91,2,4,61,2,20,466.53,87,76,27,8,4.38,24,87.21,2.85,929,430.17,4/1/2021 0:00,4/15/2021 0:00,4/8/2021 0:00,Early,14.44,3.24,0,0,0.00,No Risk,76,20,0.26
SKU60,121,2,4,61,2,17,396.55,42,68,27,8,4.38,24,87.21,2.85,929,430.17,5/1/2021 0:00,5/15/2021 0:00,5/8/2021 0:00,Early,14.44,3.65,26,1,38.24,Medium,68,17,0.25
SKU60,152,2,4,61,2,12,279.92,16,75,27,8,4.38,24,87.21,2.85,929,430.17,6/1/2021 0:00,6/15/2021 0:00,6/8/2021 0:00,Early,14.44,4.01,59,1,78.67,Critical,75,12,0.16
SKU60,182,2,4,61,2,12,279.92,101,12,27,8,4.38,24,87.21,2.85,929,430.17,7/1/2021 0:00,7/15/2021 0:00,7/8/2021 0:00,Early,14.44,4.01,0,0,0.00,No Risk,12,12,1.00
SKU60,213,2,4,61,2,23,536.51,110,65,27,8,4.38,24,87.21,2.85,929,430.17,8/1/2021 0:00,8/15/2021 0:00,8/8/2021 0:00,Early,14.44,8.44,0,0,0.00,No Risk,65,23,0.35
SKU60,244,2,4,61,2,20,466.53,69,88,27,8,4.38,24,87.21,2.85,929,430.17,9/1/2021 0:00,9/15/2021 0:00,9/8/2021 0:00,Early,14.44,10.03,19,1,21.59,Low,88,20,0.23
SKU60,274,2,4,61,2,24,559.84,59,26,27,8,4.38,24,87.21,2.85,929,430.17,10/1/2021 0:00,10/15/2021 0:00,10/8/2021 0:00,Early,14.44,7.46,0,0,0.00,No Risk,26,24,0.92
SKU60,305,2,4,61,2,18,419.88,76,61,27,8,4.38,24,87.21,2.85,929,430.17,11/1/2021 0:00,11/15/2021 0:00,11/8/2021 0:00,Early,14.44,3.45,0,0,0.00,No Risk,61,18,0.30
SKU60,335,2,4,61,2,22,513.18,34,16,27,8,4.38,24,87.21,2.85,929,430.17,12/1/2021 0:00,12/15/2021 0:00,12/8/2021 0:00,Early,14.44,13.37,0,0,0.00,No Risk,16,22,0.63
SKU60,366,2,4,61,2,26,606.49,15,14,27,8,4.38,24,87.21,2.85,929,430.17,1/1/2022 0:00,1/15/2022 0:00,1/8/2022 0:00,Early,14.44,5.17,0,0,0.00,No Risk,14,26,0.14
SKU60,397,2,4,61,2,24,559.84,145,63,27,8,4.38,24,87.21,2.85,929,430.17,2/1/2022 0:00,2/15/2022 0:00,2/8/2022 0:00,Early,14.44,12.34,0,0,0.00,No Risk,63,24,0.38
SKU60,425,2,4,61,2,26,606.49,37,70,27,8,4.38,24,87.21,2.85,929,430.17,3/1/2022 0:00,3/15/2022 0:00,3/8/2022 0:00,Early,14.44,4.4,33,1,47.14,Medium,70,26,0.37
SKU60,456,2,4,61,2,20,466.53,31,25,27,8,4.38,24,87.21,2.85,929,430.17,4/1/2022 0:00,4/15/2022 0:00,4/8/2022 0:00,Early,14.44,3.45,0,0,0.00,No Risk,25,20,0.80
SKU60,486,2,4,61,2,12,279.92,6,76,27,8,4.38,24,87.21,2.85,929,430.17,5/1/2022 0:00,5/15/2022 0:00,5/8/2022 0:00,Early,14.44,4.58,70,1,92.11,Critical,76,12,0.16
SKU60,517,2,4,61,2,29,676.47,45,68,27,8,4.38,24,87.21,2.85,929,430.17,6/1/2022 0:00,6/15/2022 0:00,6/8/2022 0:00,Early,14.44,4.86,23,1,33.82,Medium,68,29,0.43
SKU60,547,2,4,61,2,21,489.86,17,56,27,8,4.38,24,87.21,2.85,929,430.17,7/1/2022 0:00,7/15/2022 0:00,7/8/2022 0:00,Early,14.44,3.73,39,1,69.64,High,56,21,0.38
SKU60,578,2,4,61,2,13,303.24,70,57,27,8,4.38,24,87.21,2.85,929,430.17,8/1/2022 0:00,8/15/2022 0:00,8/8/2022 0:00,Early,14.44,3.31,0,0,0.00,No Risk,57,13,0.23
SKU60,609,2,4,61,2,23,536.51,39,73,27,8,4.38,24,87.21,2.85,929,430.17,9/1/2022 0:00,9/15/2022 0:00,9/8/2022 0:00,Early,14.44,6.97,34,1,46.58,Medium,73,23,0.32
SKU60,639,2,4,61,2,17,396.55,87,59,27,8,4.38,24,87.21,2.85,929,430.17,10/1/2022 0:00,10/15/2022 0:00,10/8/2022 0:00,Early,14.44,20.05,0,0,0.00,No Risk,59,17,0.29
SKU60,670,2,4,61,2,16,373.22,77,94,27,8,4.38,24,87.21,2.85,929,430.17,11/1/2022 0:00,11/15/2022 0:00,11/8/2022 0:00,Early,14.44,18.87,17,1,18.09,Low,94,16,0.17
SKU60,700,2,4,61,2,29,676.47,4,50,27,8,4.38,24,87.21,2.85,929,430.17,12/1/2022 0:00,12/15/2022 0:00,12/8/2022 0:00,Early,14.44,3.34,46,1,92.00,Critical,50,29,0.58
SKU60,731,2,4,61,2,19,443.2,85,81,27,8,4.38,24,87.21,2.85,929,430.17,1/1/2023 0:00,1/15/2023 0:00,1/8/2023 0:00,Early,14.44,3.69,0,0,0.00,No Risk,81,19,0.23
SKU60,762,2,4,61,2,18,419.88,21,31,27,8,4.38,24,87.21,2.85,929,430.17,2/1/2023 0:00,2/15/2023 0:00,2/8/2023 0:00,Early,14.44,4.17,10,1,32.26,Medium,31,18,0.58
SKU60,790,2,4,61,2,22,513.18,73,63,27,8,4.38,24,87.21,2.85,929,430.17,3/1/2023 0:00,3/15/2023 0:00,3/8/2023 0:00,Early,14.44,10.69,0,0,0.00,No Risk,63,22,0.35
SKU60,821,2,4,61,2,10,233.27,89,14,27,8,4.38,24,87.21,2.85,929,430.17,4/1/2023 0:00,4/15/2023 0:00,4/8/2023 0:00,Early,14.44,4.58,0,0,0.00,No Risk,14,10,0.71
SKU60,851,2,4,61,2,21,489.86,78,26,27,8,4.38,24,87.21,2.85,929,430.17,5/1/2023 0:00,5/15/2023 0:00,5/8/2023 0:00,Early,14.44,3.87,0,0,0.00,No Risk,26,21,0.81
SKU60,882,2,4,61,2,20,466.53,118,87,27,8,4.38,24,87.21,2.85,929,430.17,6/1/2023 0:00,6/15/2023 0:00,6/8/2023 0:00,Early,14.44,3.38,0,0,0.00,No Risk,87,20,0.23
SKU60,912,2,4,61,2,16,373.22,128,50,27,8,4.38,24,87.21,2.85,929,430.17,7/1/2023 0:00,7/15/2023 0:00,7/8/2023 0:00,Early,14.44,3.61,0,0,0.00,No Risk,50,16,0.32
SKU60,943,2,4,61,2,27,629.82,77,90,27,8,4.38,24,87.21,2.85,929,430.17,8/1/2023 0:00,8/15/2023 0:00,8/8/2023 0:00,Early,14.44,3.82,13,1,14.44,Low,90,27,0.30
SKU60,974,2,4,61,2,13,303.24,35,44,27,8,4.38,24,87.21,2.85,929,430.17,9/1/2023 0:00,9/15/2023 0:00,9/8/2023 0:00,Early,14.44,3.38,9,1,20.45,Low,44,13,0.30
SKU60,1004,2,4,61,2,28,653.14,94,49,27,8,4.38,24,87.21,2.85,929,430.17,10/1/2023 0:00,10/15/2023 0:00,10/8/2023 0:00,Early,14.44,8.44,0,0,0.00,No Risk,49,28,0.57
SKU60,1035,2,4,61,2,20,466.53,27,31,27,8,4.38,24,87.21,2.85,929,430.17,11/1/2023 0:00,11/15/2023 0:00,11/8/2023 0:00,Early,14.44,9.44,4,1,12.90,Low,31,20,0.65
SKU60,1065,2,4,61,2,13,303.24,97,57,27,8,4.38,24,87.21,2.85,929,430.17,12/1/2023 0:00,12/15/2023 0:00,12/8/2023 0:00,Early,14.44,4.79,0,0,0.00,No Risk,57,13,0.23
SKU60,1096,2,4,61,2,27,629.82,34,62,27,8,4.38,24,87.21,2.85,929,430.17,1/1/2024 0:00,1/15/2024 0:00,1/8/2024 0:00,Early,14.44,13.95,28,1,45.16,Medium,62,27,0.44
